tilsynsobjektid;orgnummer;navn;adrlinje1;adrlinje2;postnr;poststed;tilsynid;sakref;status;dato;total_karakter;tilsynsbesoektype;tema1_no;tema1_nn;karakter1;tema2_no;tema2_nn;karakter2;tema3_no;tema3_nn;karakter3;tema4_no;tema4_nn;karakter4
Z1006112218131461127EULBP_Tilsynsobjekt;973135503;Baker Narum, avdeling Søndre Torv ;Søndre torv 8;;3510;HØNEFOSS;Z1603081305360930240JFEOA_TilsynAvtale;2016/35461;1;04032016;2;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;2
Z1006112218131461127EULBP_Tilsynsobjekt;973135503;Baker Narum, avdeling Søndre Torv ;Søndre torv 8;;3510;HØNEFOSS;Z1603311100436590240EAWKX_TilsynAvtale;2016/35461;1;10032016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112218140111190BYQRB_Tilsynsobjekt;972032093;Nye Canton Restaurant;Fossveien 5;;3510;HØNEFOSS;Z1601261613108220239FPOMX_TilsynAvtale;2016/18260;1;26012016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;2
Z1006112218140111190BYQRB_Tilsynsobjekt;972032093;Nye Canton Restaurant;Fossveien 5;;3510;HØNEFOSS;Z1602111351082100239XXAGQ_TilsynAvtale;2016/18260;1;11022016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112218141461127IBKMW_Tilsynsobjekt;973785915;Nye Stallen Matbar;VIKERSUNDGATA 22;;3370;VIKERSUND;Z1605131419091440239HALHR_TilsynAvtale;2016/106295;1;12052016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218145751190SXAEE_Tilsynsobjekt;889994142;Pampas ;SØNDRE TORV 4B;;3510;HØNEFOSS;Z1606031348083440240MAINC_TilsynAvtale;2016/123481;1;02062016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1006112218145751190SXAEE_Tilsynsobjekt;889994142;Pampas ;SØNDRE TORV 4B;;3510;HØNEFOSS;Z1607071412284010240JGBPQ_TilsynAvtale;2016/123481;1;07072016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112218149111189OURZQ_Tilsynsobjekt;986111557;Peppes Pizza;Nordre torv 1;;3513;HØNEFOSS;Z1601071547041800239MTZWL_TilsynAvtale;2016/2144;1;07012016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112218151881127AYDSS_Tilsynsobjekt;992458003;Norefjell Ski & Spa;Bøeseter;;3536;NORESUND;Z1602191719049860239GKJDC_TilsynAvtale;2016/38086;1;19022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112218153291126LXYIG_Tilsynsobjekt;981006968;Ringerike Gjestegård AS;Hvervenkastet;;3511;HØNEFOSS;Z1601061559496740239UTUSI_TilsynAvtale;2016/2148;1;06012016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218153291126LXYIG_Tilsynsobjekt;981006968;Ringerike Gjestegård AS;Hvervenkastet;;3511;HØNEFOSS;Z1601221349364710239UCZDC_TilsynAvtale;2016/2148;1;22012016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218160861190PYNYL_Tilsynsobjekt;971757701;Roa Kro og Restaurant;HADELANDSVEIEN 2108;;2740;ROA;Z1605230955064690240TXASF_TilsynAvtale;2016/112657;1;19052016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218163601126TGKAK_Tilsynsobjekt;971769920;Rustad Kafé ;Hallingdalsveien 21;;3534;SOKNA;Z1606161327411320240IIKJK_TilsynAvtale;2016/133598;1;16062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218164361189USGYT_Tilsynsobjekt;985770239;Salt & Pepper ;STORGATA 12;;3510;HØNEFOSS;Z1607071340491030240YGFHS_TilsynAvtale;2016/147128;0;05072016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218165901190TVVAY_Tilsynsobjekt;971763264;Sanner Hotell A/S;GRANAVOLLEN 3-5;;2750;GRAN;Z1606200854373340240QCLFQ_TilsynAvtale;2016/112104;1;17062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218167241127CHDVD_Tilsynsobjekt;984158653;Skistua Norefjell;Norefjell Skisenter;;3536;NORESUND;Z1602231001149820240ATDSA_TilsynAvtale;2016/37607;1;19022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218169391189ALRFJ_Tilsynsobjekt;979901321;Sportskafén AS ;Granstunet;;2750;GRAN;Z1601181856045260239BBDPI_TilsynAvtale;2016/5551;1;18012016;2;0;Rutiner og ledelse;Rutiner og leiing;2;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;2;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218169391189ALRFJ_Tilsynsobjekt;979901321;Sportskafén AS ;Granstunet;;2750;GRAN;Z1602251029153020239YWNQC_TilsynAvtale;2016/5551;1;25022016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218172271127UBZQH_Tilsynsobjekt;880863592;Stjernen café og catering;Sundgata 10A;;3510;HØNEFOSS;Z1601261624460320239ZEGEY_TilsynAvtale;2016/18255;1;26012016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218173691126GAIVX_Tilsynsobjekt;971776420;Sundvolden Hotel;Dronningveien 2;;3531;KROKKLEIVA;Z1606101250118050239TIDCS_TilsynAvtale;2016/129408;1;10062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218177321127NQTDA_Tilsynsobjekt;973511068;Ta Shun Restaurant;GLASSVERKVEGEN 18;;3520;JEVNAKER;Z1602110852477520239UYRCE_TilsynAvtale;2016/29768;1;09022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218179761189PXWCI_Tilsynsobjekt;972090247;Thorbjørnrud Hotel ;Sagvegen 8;;3520;JEVNAKER;Z1603311102182250240PWNSM_TilsynAvtale;2016/68458;1;30032016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112218184811189XFWWG_Tilsynsobjekt;971960302;Bakgården;MEIERITRÅKKET;;2750;GRAN;Z1605230955582020240LGJMO_TilsynAvtale;2016/26840;1;20052016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;2
Z1006112218184811189XFWWG_Tilsynsobjekt;971960302;Bakgården;MEIERITRÅKKET;;2750;GRAN;Z1605271423047890239ZYMEL_TilsynAvtale;2016/26840;1;27052016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112218186081190WOSJK_Tilsynsobjekt;971969725;Tyrifjord Hotell;SUNDVEIEN;;3370;VIKERSUND;Z1604121327090190240BOKUQ_TilsynAvtale;2016/49290;1;07042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218188781126NRWHP_Tilsynsobjekt;984675844;Valdresporten Kro;Ådalsveien 1365;;3524;Nes i Ådal;Z1605101339013290240GNYGQ_TilsynAvtale;2016/105232;1;10052016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218189841189EXNYR_Tilsynsobjekt;982049911;Veveriet Vikersund AS;VIKERSUNDGATEN;;3370;VIKERSUND;Z1603080905554600240SVNQN_TilsynAvtale;2016/49287;1;07032016;2;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;2;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218189841189EXNYR_Tilsynsobjekt;982049911;Veveriet Vikersund AS;VIKERSUNDGATEN;;3370;VIKERSUND;Z1603161638143500240KIXZB_TilsynAvtale;2016/49287;1;16032016;0;1;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218191141190JHQLS_Tilsynsobjekt;974889900;Vik Skysstasjon;Vik;;3530;RØYSE;Z1601151345396450240NLSMO_TilsynAvtale;2016/9016;1;15012016;1;0;Rutiner og ledelse;Rutiner og leiing;1;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112218293831190SLHVJ_Tilsynsobjekt;982843154;Hadelandsbakeriet avd. Gran Utsalget;Rådhusvegen 35;;2770;JAREN;Z1602231609034300240SFPBE_TilsynAvtale;2016/40276;1;23022016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112218295451127VFDPV_Tilsynsobjekt;995321181;Vikersund konditori DA Vikersund;Vikersundgata 20;;3370;VIKERSUND;Z1602181301399660240HCMIY_TilsynAvtale;2016/31559;1;11022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112324397721190NVYLP_Tilsynsobjekt;974143305;Blaafarveværket Bødtkerkroa;Koboltveien 11;;3340;ÅMOT;Z1605260843161390240JGHEL_TilsynAvtale;2016/116847;1;25052016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112324478481189ZSDYD_Tilsynsobjekt;974143305;Blaafarveværket Gruvekroa;Koboltveien 11;;3340;ÅMOT;Z1605260843382110240XHBIR_TilsynAvtale;2016/116851;1;25052016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112324583231126LTGHS_Tilsynsobjekt;971675101;Kokkestua;GLASSVERKVEGEN 9;;3520;JEVNAKER;Z1607051258545370239LFAEP_TilsynAvtale;2016/128670;1;05072016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;1;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112356512751127YBSCS_Tilsynsobjekt;992232110;Valaker Bakeri AS Fosnavåg Liv Røren;;;6099;FOSNAVÅG;Z1602121514467300240QNMLM_TilsynAvtale;2016/33142;1;12022016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112356512771127BOIPZ_Tilsynsobjekt;992232749;Valaker Bakeri AS Ulstein Liv Røren;;;6065;ULSTEINVIK;Z1603021358244750239BVCZL_TilsynAvtale;2016/46956;1;02032016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112359438201126CZMDI_Tilsynsobjekt;991880097;Elmir Maznikar Restaurant v/Elmir Maznikar;Postboks 161;;6099;Fosnavåg;Z1603101011035540239TTNZH_TilsynAvtale;2016/51792;1;08032016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112359444011189BZBWS_Tilsynsobjekt;971857684;Aursnes Kiosk og Bistro;Aursnes;;6230 ;SYKKYLVEN;Z1602040839338370240SPBDF_TilsynAvtale;2016/24636;1;03022016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112359453241189KVCKD_Tilsynsobjekt;972075043;Café Nova v/ Magnar Kvalsund;Sjøgata 61;;6065;ULSTEINVIK;Z1602091554248540240SXBPW_TilsynAvtale;2016/29773;1;09022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112359466371190YRRMN_Tilsynsobjekt;972066524;Det Grøne Treet;Halkjelsgata 8;;6100;VOLDA;Z1604131259551140240XFAUZ_TilsynAvtale;2016/83391;1;13042016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112359469061127SUHKR_Tilsynsobjekt;971677988;Djupvasshytta ;C/O IDAR MØLL;;6216;GEIRANGER;Z1606081823195170240CFZLW_TilsynAvtale;2016/127498;1;08062016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112359475001126JFDBR_Tilsynsobjekt;974079747;Fjellro Turisthotell AS;Syltegata 33;;6210;VALLDAL;Z1606221522508720240UKZQF_TilsynAvtale;2016/137584;1;22062016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112359482841189JCNTG_Tilsynsobjekt;972063193;Fosnavåg Brygge c/o Ap.hotell Neptun;Holmsildgata 13;;6090;FOSNAVÅG;Z1602121514222660240NTBRK_TilsynAvtale;2016/33145;1;12022016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112359590091126ZPFIA_Tilsynsobjekt;985507287;Fru Svendsen;Kyrkjegata 25;;6150;ØRSTA;Z1602111549207210240VBEVI_TilsynAvtale;2016/31611;1;11022016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006112359593501190ZVCTW_Tilsynsobjekt;981541677;Frøysa Restaurantdrift - avd. Cafè Olè;Maråkvegen 19;;6216;GEIRANGER;Z1605191753558430239PWQNZ_TilsynAvtale;2016/111753;1;19052016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112359597141127IWRDX_Tilsynsobjekt;994998250;Fu Lin Garden Mo;Webjørn Svendsens Gate 6;;6150;ØRSTA;Z1604191522189650239BABTO_TilsynAvtale;2016/88343;1;19042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;1
Z1006112359599841189OMMJQ_Tilsynsobjekt;886300972;Fugl Føniks Kaffibar ;Vikegata 17;;6150;ØRSTA;Z1601191452571470239VCDVZ_TilsynAvtale;2016/11628;1;19012016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006120000005761190OMHOI_Tilsynsobjekt;971864761;Grande Fjord Hotel;Ørnevegen 200;;6216;GEIRANGER;Z1606081823502810240OTEWW_TilsynAvtale;2016/127499;1;08062016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006120000021701189ZHWSJ_Tilsynsobjekt;871786402;Hotel Union Øye AS;ØYE;;6196;NORANGSFJORDEN;Z1607070942060100239BXNHM_TilsynAvtale;2016/146142;1;04072016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006120000022441126MGOIL_Tilsynsobjekt;971692979;Hotell Geiranger;Geirangervegen 22;;6216;GEIRANGER;Z1605191943386800239TRXFU_TilsynAvtale;2016/112822;1;19052016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006120000023921190GXRMM_Tilsynsobjekt;971801328;Hotell Ivar Aasen;Parkvegen 9;;6153;ØRSTA;Z1602111544035080240QUQSP_TilsynAvtale;2016/31609;1;11022016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006120000034071127LJBDW_Tilsynsobjekt;971739576;Jordbærstova;Valldalsvegen 476;;6210;VALLDAL;Z1606271502593680240DTWRV_TilsynAvtale;2016/139845;1;27062016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006120000038291126HXAHW_Tilsynsobjekt;988236462;KaffeBaren Ulsteinvik AS;Postboks 443;;6067;Ulsteinvik;Z1604081113376990239KCTAJ_TilsynAvtale;2016/76773;1;07042016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006120000060291189AEATS_Tilsynsobjekt;993944874;Kula Bowling;GRANDANE;;6210;VALLDAL;Z1603181651541380240PQPRJ_TilsynAvtale;2016/61068;1;18032016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006120000063901126LRLFR_Tilsynsobjekt;986999221;Kvilehytta AS Per Roar Haug/Linda Ekremsæter;Åheim;;6146;ÅHEIM;Z1605121651156850240EQLDK_TilsynAvtale;2016/98193;1;29042016;1;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;1;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006120000071441189SOWGH_Tilsynsobjekt;972109711;Lanternen AS v/ Kåre Jensholm;;;6070;TJØRVÅG;Z1605121357377720239YJQKJ_TilsynAvtale;2016/82808;1;29042016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006120000171451127MUZMI_Tilsynsobjekt;872338012;Muritunet, Lupinen kafè;Grandegata 58;;6210;VALLDAL;Z1602121419413760240JMNOO_TilsynAvtale;2016/32630;1;12022016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006120000283611126WXASI_Tilsynsobjekt;986349707;Nilsgardstunet -kafeteria Reidun og Nils Hove;;;6250;STORDAL;Z1603101250242100240ASPED_TilsynAvtale;2016/53763;1;10032016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006120000286481190FJAJA_Tilsynsobjekt;976016963;Nynorsk kultursenter Ivar Aasen - tunet;Indrehovdevegen 176;;6160;HOVDEBYGDA;Z1602241514050600240UJAET_TilsynAvtale;2016/42241;1;24022016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006120000410311126YUXTK_Tilsynsobjekt;872306072;Petrines Gjestgiveri ;Norddal;;6214;NORDDAL;Z1606300849104160240OYYRR_TilsynAvtale;2016/127500;1;08062016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
Z1006120000414141127PDMKD_Tilsynsobjekt;973381628;Quality Hotel Ulstein;Sjøgata 10;;6065;ULSTEINVIK;Z1603040826384640239WOQZF_TilsynAvtale;2016/46940;1;02032016;0;0;Rutiner og ledelse;Rutiner og leiing;0;Lokaler og utstyr;Lokaler og utstyr;0;Mat-håndtering og tilberedning;Mat-handtering og tillaging;0;Merking og sporbarhet;Merking og sporbarheit;0
